ngram,cleaned
dissolve_oxygen,dissolve oxygen
agriculture_fishing_forestry,agriculture fishing forestry
cash_basis,cash basis
deposit_deposit_instruction,deposit deposit instruction
boom_bust,boom bust
installment_principal_credit,installment principal credit
elasticity_substitution,elasticity substitution
standard_deviation_shock,standard deviation shock
preventive_care,preventive care
mobile_banking,mobile banking
agreement_obligation_party,agreement obligation party
lay_ground,lay ground
executive_vice_president,executive vice president
percentage_point_percentage_point,percentage point percentage point
disclose_amendment,disclose amendment
total_suspend_solid,total suspend solid
gasoline_diesel,gasoline diesel
prepare_license_architect,prepare license architect
title_dispute,title dispute
deputy_secretary,deputy secretary
renewal_month,renewal month
vital_statistic,vital statistic
disabled_people,disabled people
mechanical_electrical,mechanical electrical
replace_lose,replace lose
work_reproduce_noncommercial,work reproduce noncommercial
join_force,join force
meaningful_consultation,meaningful consultation
suitably_qualified,suitably qualified
minority_investor,minority investor
trust_fiduciary,trust fiduciary
practical_solution,practical solution
closely_supervise,closely supervise
low_evaluate_responsive,low evaluate responsive
pillar_pillar,pillar pillar
downward_revision,downward revision
electricity_gas,electricity gas
judicial_process,judicial process
winner_loser,winner loser
fourth_fifth,fourth fifth
compose_representative,compose representative
free_prior_informed,free prior inform
global_ranking_ease,global rank ease
planning_horizon,planning horizon
relative_humidity,relative humidity
radio_station,radio station
value_quantitative,value quantitative
green_belt,green belt
play_dominant_role,play dominant role
chair_minister,chair minister
mar_jun_mar_jun,mar jun mar jun
complaint_complaint,complaint complaint
urban_upgrading,urban upgrading
duplication_effort,duplication effort
recipient_shall_financial_statement,recipient shall financial statement
annual_precipitation,annual precipitation
closely_coordinated,closely coordinated
bank_ceiling_subsection,bank ceiling subsection
likely_unlikely_highly,likely unlikely highly
illegal_logging,illegal logging
human_immunodeficiency_virus,human immunodeficiency virus
geothermal_energy,geothermal energy
directly_indirectly_affect,directly indirectly affect
square_meter_square_foot,square meter square foot
unpublished_manuscript,unpublished manuscript
director_deputy_director,director deputy director
post_limited_cancel,post limited cancel
referral_hospital,referral hospital
account_initialization_prior_initialization,account initialization prior initialization
intermediate_good,intermediate good
slight_decline,slight decline
world_bank_license_creative,world bank license creative
adolescent_girl,adolescent girl
cycle_thousand,cycle thousand
birth_attend_skilled,birth attend skilled
food_beverage_tobacco,food beverage tobacco
accordance_sound,accordance sound
thermal_power_station,thermal power station
fiscal_stimulus,fiscal stimulus
emergency_relief,emergency relief
decree_decree,decree decree
red_line,red line
study_involve_breach,study involve breach
agriculture_fishing,agriculture fishing
climatic_change,climatic change
seminar_hold,seminar hold
fairly_stable,fairly stable
official_creditor,official creditor
mini_try,mini try
slum_dweller,slum dweller
association_certificate_certify,association certificate certify
representative_thereunto_duly_authorize,representative thereunto duly authorize
freight_passenger,freight passenger
update_annually_earlier,update annually earlier
tend_favor,tend favor
cultural_property_yes,cultural property yes
exceed_constant_dollar,exceed constant dollar
signatory_signatory_acknowledge_read,signatory signatory acknowledge read
policy_waiver_restructuring,policy waiver restructure
separate_record_ledger,separate record ledger
fob_price,fob price
dust_pollution,dust pollution
harvest_season,harvest season
registration_certificate,registration certificate
spite_fact,spite fact
journal_monetary,journal monetary
accomplishment_purpose_credit,accomplishment purpose credit
estimated_budget,estimate budget
humanitarian_aid,humanitarian aid
applicable_delete_applicable,applicable delete applicable
low_birth_weight,low birth weight
custom_clearance_inspection,custom clearance inspection
japan_united_state,japan united state
procure_contract_award_basis,procure contract award basis
drainage_ditch,drainage ditch
strong_wind,strong wind
non_compliance,non compliance
native_specie,native specie
mountainous_region,mountainous region
vacant_land,vacant land
computer_printer,computer printer
ranking_ease_business,rank ease business
convention_convention,convention convention
education_fast_track,education fast track
foregoing_true_copy,forego true copy
preparation_advance,preparation advance
surface_water_groundwater,surface water groundwater
entrepreneurial_skill,entrepreneurial skill
tool_kit,tool kit
personal_computer,personal computer
consider_waiver_privilege,consider waiver privilege
list_completeness_lesson,list completeness lesson
ground_water,ground water
bus_rapid_transit,bus rapid transit
cargo_handling,cargo handling
early_century,early century
virtually_impossible,virtually impossible
ministry_finance_treasury,ministry finance treasury
conversion_dollar,conversion dollar
executive_officer,executive officer
margin_error,margin error
clear_distinction,clear distinction
department_content_page,department content page
invitation_bid_shall_advertise,invitation bid shall advertise
clearing_house,clearing house
documentary_evidence,documentary evidence
tourist_attraction,tourist attraction
total_estimated,total estimate
estimation_technique,estimation technique
convene_power,convene power
resolution_dispute,resolution dispute
protection_secured_creditor,protection secure creditor
applicable_law_expressly,applicable law expressly
retail_trade,retail trade
important_caveat,important caveat
damage_loss,damage loss
respiratory_disease,respiratory disease
mountainous_terrain,mountainous terrain
causal_effect,causal effect
suspension_general_condition,suspension general condition
lake_lake,lake lake
teacher_teach,teacher teach
unsatisfactory_overall,unsatisfactory overall
constitutional_provision,constitutional provision
career_path,career path
clearly_spell,clearly spell
southern_eastern,southern eastern
reallocate_category,reallocate category
clarify_role_responsibility,clarify role responsibility
storage_book_stationery,storage book stationery
business_resolve_insolvency,business resolve insolvency
recognition_importance,recognition importance
inadequate_attention,inadequate attention
world_bank_instruction_recipient,world bank instruction recipient
geological_condition,geological condition
trade_endanger_specie,trade endanger specie
